Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,Personality,image
14809,0,0,3,2,-2,2,1,0,-2,0,0,0,2,0,3,7,298128
14810,-1,-1,0,-1,2,-2,2,0,-1,0,-1,0,-3,-1,0,9,9300103
14811,1,0,2,-2,0,-3,2,-1,0,1,1,0,2,0,1,8,10460888
14812,0,0,0,0,1,0,-1,0,0,0,-3,-2,1,1,-2,6,39127710
14813,0,0,0,2,-1,-2,0,0,1,0,1,0,-2,2,0,0,19127297
14814,0,0,2,2,-2,-1,-2,0,1,0,2,-2,0,3,2,0,29324711
14815,0,0,1,0,-2,-1,0,0,-1,0,-1,0,1,3,0,3,89158214
14816,0,0,1,-1,0,1,1,0,1,0,-2,1,0,0,-2,4,441758
14817,0,0,1,-2,0,2,-1,0,2,0,1,-1,-2,-1,-2,15,59328897
14818,0,0,1,-1,0,-1,-1,1,2,0,1,2,-2,1,2,4,69127493
14819,0,0,2,-1,1,0,-2,0,-1,0,1,-2,0,-1,-2,8,39304128
14820,0,1,1,-2,-1,-1,-3,0,2,0,1,1,-1,2,2,0,19323929
14821,0,0,-1,-3,1,1,-2,0,-1,0,-1,0,0,-2,1,11,50453758
14822,0,0,-1,1,2,-1,0,0,2,0,1,1,-3,-1,2,0,19127297
14823,0,0,1,2,0,-1,-2,0,0,0,0,0,0,1,0,6,9325047
14824,0,0,-3,-2,-1,1,0,0,0,-1,0,3,-2,-1,2,11,20305707
14825,0,1,1,-2,-1,2,0,0,1,0,0,1,-2,3,1,4,9324689
14826,0,0,-2,0,1,-1,-2,0,-1,0,-2,0,0,-1,3,9,59336270
14827,0,0,0,0,1,1,-1,0,1,0,0,-1,1,-1,-1,2,439468
14828,0,0,1,0,0,0,-1,0,-1,0,-1,0,-1,-1,2,12,29324320
14829,0,0,0,1,-3,-1,-1,0,1,0,-2,1,-2,-1,1,3,80331973
14830,0,0,-2,0,-1,-2,-3,0,-1,0,-1,-1,2,0,0,3,99127608
14831,1,0,-3,2,-1,-2,-2,0,-3,0,-1,-2,2,0,-1,6,29385672
14832,0,0,0,0,-2,1,2,0,0,0,1,2,1,-1,1,4,441758
14833,0,0,1,-3,1,3,-3,0,0,0,0,1,-1,-1,1,8,59326469
14834,0,0,-2,-1,2,-1,-2,1,-2,0,-1,-2,-1,-2,-2,5,89227873
14835,0,-1,3,0,2,-2,2,0,0,0,3,0,0,1,-1,11,29320732
14836,0,0,-1,-1,-3,1,0,0,0,0,0,-2,2,-2,-1,5,60375133
14837,0,0,-1,0,1,0,-2,0,1,0,0,-3,-2,0,2,8,10460888
14838,0,-1,-2,1,-2,2,2,0,0,-1,1,3,-1,0,-1,15,19303498
14839,0,0,1,1,0,-2,0,-1,0,0,-1,0,0,1,0,7,59324248
14840,0,0,-2,0,2,2,-2,0,1,-1,-2,2,-1,1,-3,10,49025589
14841,0,0,-1,-2,-1,2,0,0,0,0,1,0,1,-1,-2,15,80437234
14842,0,0,0,0,1,1,2,0,1,0,-2,0,1,-1,2,12,40400478
14843,0,0,0,1,-1,2,0,1,1,0,3,1,1,1,1,7,49246468
14844,0,-1,0,2,-2,-2,0,0,2,0,-3,3,-3,2,-1,15,59328897
14845,0,0,-1,0,1,1,-2,1,2,0,-1,-1,0,0,0,2,59324385
14846,0,0,0,1,0,0,0,0,1,0,1,-2,0,-1,1,11,50453758
14847,0,0,1,2,2,-1,-3,0,0,0,1,1,1,2,-2,6,39127710
14848,-1,0,-2,-2,0,0,1,0,-1,-1,0,1,0,-2,2,11,50453758
14849,0,0,3,1,-2,-1,0,0,0,0,0,-1,0,2,1,0,29324711
14850,-1,0,-2,-2,-1,1,-2,1,0,0,-2,2,0,1,0,9,10269696
14851,0,0,1,1,1,1,-2,0,2,0,0,0,0,2,1,4,69127493
14852,0,0,1,0,-1,0,0,-1,0,0,1,2,-2,2,0,4,9324689
14853,0,0,-3,-2,0,0,-1,0,2,0,-1,0,-1,2,1,3,89158214
14854,0,0,-3,-2,-1,-2,-1,0,3,0,-3,1,-1,0,1,3,80331973
14855,0,0,1,-1,1,1,-2,0,0,0,1,-2,-1,-3,1,8,39304128
14856,0,0,-1,-1,-1,3,-1,0,1,0,-2,-1,2,1,0,13,49324946
14857,0,-1,1,-2,2,2,-2,0,1,0,0,0,1,2,1,14,40407922
14858,0,0,-1,1,1,0,0,0,-1,0,1,-1,0,1,3,7,49246468
14859,0,1,-1,0,-2,0,1,0,1,0,-1,-1,-1,1,-2,0,19323929
14860,0,0,0,-2,-1,-1,1,0,0,0,1,1,1,2,-1,15,19303498
14861,0,-1,-1,-1,-1,-1,-2,0,2,1,0,0,-1,1,-1,0,19323929
14862,0,0,-2,-2,1,1,-3,-1,1,-1,1,1,-3,-2,2,11,20305707
14863,0,0,1,0,0,-2,2,0,1,0,0,2,-1,2,0,7,298128
14864,0,0,0,-1,0,-2,1,0,2,0,-1,0,-1,-1,-1,0,19127297
14865,0,0,-2,3,-2,-1,0,0,0,0,1,-1,1,2,2,7,59324248
14866,0,0,2,0,-2,-1,1,0,2,1,3,1,-1,-2,0,8,59326469
14867,0,0,-2,-3,1,1,-1,0,0,0,-2,-1,2,-3,-1,5,89227873
14868,0,0,1,0,-1,3,0,0,-2,0,-1,3,1,1,3,7,49246468
14869,0,0,-1,-3,0,3,-1,0,0,0,-1,2,3,0,-2,10,99329140
14870,0,0,-1,1,-2,0,-3,0,-1,1,-1,2,0,-1,-1,10,49025589
14871,0,0,1,-2,-2,0,-3,0,-3,0,0,2,-3,-1,2,0,29324711
14872,0,0,-2,-1,3,2,-3,0,0,0,0,-2,-1,-1,0,11,29320732
14873,0,0,-2,1,1,1,-1,0,-2,0,2,0,1,3,-2,11,50453758
14874,0,0,-1,-2,-2,-2,0,0,-1,0,1,0,-2,-2,0,9,9300103
14875,0,0,-1,-2,1,-1,-2,0,1,1,-2,-1,1,-2,-1,5,60375133
14876,0,0,1,1,1,-2,-1,0,-1,0,0,-1,0,1,2,7,298128
14877,0,0,-2,1,-1,0,-2,1,-3,0,-1,-1,1,2,-1,3,99127608
14878,1,0,0,0,2,0,0,0,2,0,3,1,-1,0,0,8,10460888
14879,0,0,-1,-1,-1,-1,-2,0,3,0,-3,1,-1,3,-1,15,80437234
14880,0,0,-1,-3,1,2,1,-1,-2,0,0,0,1,0,-1,2,439468
14881,1,1,0,1,-1,-2,2,0,-2,0,-2,0,-1,-1,2,14,30439476
14882,0,0,-1,0,-1,0,-1,0,-2,0,2,2,-2,1,-1,15,59328897
14883,0,0,-1,1,-1,-1,-2,0,-1,0,-1,-1,2,1,-1,3,89158214
14884,1,-1,2,-3,0,3,1,0,1,0,2,1,-3,1,3,4,441758
14885,0,0,2,3,0,-1,0,1,3,0,2,0,0,1,3,0,19323929
14886,0,0,-3,-1,-1,2,-1,0,-3,0,1,3,-3,-1,-2,15,19303498
14887,-1,0,-2,-1,0,-1,0,0,1,0,-1,1,3,1,-1,1,70439573
14888,0,0,-1,0,-1,0,-1,0,1,0,0,-1,-2,-1,-1,0,19127297
14889,0,0,2,2,-1,0,3,0,2,1,-2,0,2,0,1,9,59336270
14890,0,0,1,-3,1,1,-1,0,1,0,1,3,0,0,0,4,69127493
14891,0,0,1,3,2,1,-1,0,0,-1,2,0,-2,0,0,11,20305707
14892,0,0,0,1,-1,0,0,1,-1,0,0,0,1,2,-1,6,9325047
14893,0,0,0,-2,0,1,-1,0,0,0,-1,3,-2,-2,2,11,29320732
14894,0,0,-2,0,-1,1,0,0,0,-1,-1,0,2,-2,-3,10,99329140
14895,0,0,0,0,1,0,-1,0,1,0,0,1,-1,-1,-2,2,59324385
14896,0,-1,2,3,-2,-1,0,0,-1,0,0,-2,2,1,0,3,80331973
14897,0,0,0,0,3,-2,-2,0,1,0,1,-1,2,1,-2,6,29385672
14898,0,-1,-2,0,1,1,2,0,-3,0,0,0,0,0,0,2,439468
14899,0,0,-1,2,2,1,-1,0,1,0,-2,-3,-1,0,0,7,59324248
14900,0,0,-1,0,1,-1,0,0,2,0,-1,1,0,-2,0,5,89227873
14901,0,0,0,0,-1,-2,-1,0,0,1,1,-1,1,2,0,3,99127608
14902,0,0,2,0,-1,1,2,0,1,0,0,-1,-1,2,2,4,9324689
14903,1,0,1,-1,1,0,2,0,2,0,2,2,2,0,1,4,441758
14904,0,1,1,-3,0,1,0,0,0,0,0,1,-3,2,-2,4,69127493
14905,-1,0,1,-1,-1,0,-1,0,1,1,1,-1,-2,-1,0,14,39325022
14906,0,0,-2,-2,0,2,1,0,0,0,-3,1,1,0,-1,2,59324385
14907,0,0,2,0,0,1,2,0,2,1,1,1,-1,-1,1,4,9324689
14908,-1,0,1,1,-1,2,-2,0,1,0,-3,1,2,-1,1,13,19385677
14909,-1,0,0,-3,-2,2,-2,0,-2,0,-2,0,2,-1,-3,10,49025589
14910,0,0,0,1,0,-1,-1,0,1,0,2,-2,2,2,-1,15,80437234
14911,0,1,-1,0,-2,2,-1,0,-1,0,1,0,0,0,2,13,69128567
14912,0,0,-2,-3,1,0,0,0,1,-1,-2,0,-1,-1,3,11,50453758
14913,0,0,2,-1,0,-1,1,0,2,-1,3,-1,0,0,1,8,39304128
14914,-1,0,-3,-1,0,1,-3,0,1,0,0,0,-1,-1,1,11,20305707
14915,0,0,-1,-2,-2,2,-2,0,-2,0,2,0,-1,-2,2,9,10269696
14916,0,0,-1,0,1,-1,0,0,3,1,-1,0,-1,3,2,3,89158214
14917,0,0,-2,1,1,1,-2,1,1,0,-2,0,2,0,-1,2,439468
14918,0,0,1,1,0,1,-2,0,0,0,2,2,-1,2,2,4,441758
14919,0,0,0,2,0,1,-3,0,0,0,0,-1,1,2,-1,6,39127710
14920,0,0,-2,-3,0,0,1,0,-2,0,0,3,2,0,1,2,439468
14921,0,0,-2,-1,0,-1,1,0,0,0,2,-1,1,2,-2,14,40407922
14922,0,0,-1,1,0,0,-2,0,1,1,-1,-1,-2,-2,-1,0,29324711
14923,0,0,-1,0,-1,3,2,0,0,0,1,1,0,1,-2,15,59328897
14924,0,0,-1,-1,-2,-1,-2,0,0,0,-1,1,2,-2,1,10,99329140
14925,0,0,1,-1,3,2,-1,0,1,-1,1,-1,0,-1,1,8,59326469
14926,0,0,2,-1,-2,2,-2,0,2,0,0,1,1,1,0,4,441758
14927,0,-1,-1,-2,1,2,-2,0,-1,0,-1,2,0,-1,-2,10,49025589
14928,0,0,-1,2,1,-3,0,0,0,-1,1,-2,1,0,-1,6,9325047
14929,0,0,-1,-1,-2,0,-2,0,0,-1,-2,1,2,-2,2,10,99329140
14930,0,0,-2,-2,-3,-2,0,0,0,0,-1,-1,1,0,0,0,19323929
14931,0,0,-2,-1,-2,-1,-3,0,-3,0,-2,0,1,0,-1,6,29385672
14932,0,0,0,0,-1,-2,-1,0,2,0,-2,-2,-2,-1,0,0,19127297
14933,0,0,-3,1,0,-2,-1,0,-1,0,-3,-2,0,0,-2,3,89158214
14934,0,0,0,-2,-1,1,0,0,1,0,-2,-1,0,-2,-1,2,59324385
14935,0,0,-1,-2,-3,2,-1,0,-2,0,-1,2,2,-1,-1,10,49025589
14936,0,0,0,1,1,-1,3,0,-1,0,-2,0,-2,0,-2,14,30439476
14937,0,0,-1,0,-1,-2,-2,1,0,0,1,-3,-1,0,1,12,79287612
14938,0,0,1,1,-1,-1,3,0,-1,0,-1,-1,1,-1,-2,9,9300103
14939,0,0,-2,3,-1,-2,0,0,1,0,-1,2,-2,1,-2,15,19303498
14940,0,0,1,-2,0,1,1,0,0,0,0,2,-3,0,2,13,49324946
14941,0,0,3,-3,-1,2,-1,0,-1,0,-3,1,-1,1,0,5,60375133
14942,0,0,1,0,0,1,-1,0,0,0,-1,0,1,0,0,13,19385677
14943,0,0,1,3,0,-1,0,0,-2,-1,0,0,0,3,-3,11,29320732
14944,0,0,-1,2,-3,-1,0,0,1,0,0,-3,-1,-1,-2,9,59336270
14945,0,0,-1,-2,2,-2,0,0,0,0,1,0,-1,1,-2,14,39325022
14946,0,0,3,-2,2,2,-2,0,0,0,0,-1,-1,-1,0,8,10460888
14947,0,0,-3,0,3,-3,1,1,-1,0,-1,1,-2,1,0,14,40407922
14948,0,0,-1,-1,1,2,-2,0,1,1,-2,0,2,0,-3,10,99329140
14949,0,0,0,-2,1,-2,-2,0,-2,0,1,0,1,-2,-1,8,39304128
14950,0,0,0,-2,1,0,0,1,0,0,-2,-1,0,-2,1,5,89227873
14951,0,0,1,1,0,-1,1,0,1,0,-1,0,-2,-1,3,4,69127493
14952,0,-1,-1,-1,2,0,-1,0,-1,0,0,1,1,-1,0,11,50453758
14953,0,0,3,-2,0,0,1,0,0,0,0,0,-2,1,2,12,40400478
14954,0,0,-2,0,1,1,-2,0,-1,0,-1,-1,1,1,-1,3,80331973
14955,-1,0,-2,-1,2,3,-3,0,2,0,-2,1,-1,-2,0,11,20305707
14956,0,0,-2,-1,2,0,0,0,1,0,-2,1,0,0,0,2,439468
14957,0,0,1,-1,-1,2,-1,0,-2,0,1,3,2,2,-1,7,49246468
14958,0,0,3,-3,-1,-1,-2,0,-1,0,-2,2,1,1,0,5,60375133
14959,0,0,1,0,-1,0,0,0,0,0,0,-2,1,0,2,13,69128567
14960,0,0,-2,1,-3,1,-2,0,2,-1,2,1,-1,2,-1,13,49324946
14961,0,0,1,-2,-1,-1,-3,0,-1,0,2,-1,-1,1,2,12,79287612
14962,0,0,1,-2,-1,-1,0,0,2,0,1,-2,2,0,1,8,59326469
14963,-1,0,1,0,1,1,-1,0,1,0,0,0,1,2,2,14,30439476
14964,0,0,-2,-2,0,1,0,0,-2,0,-1,1,-1,-1,-1,15,80437234
14965,0,0,1,1,0,2,-3,0,-3,0,-2,-2,1,2,1,7,298128
14966,-1,0,1,-2,1,1,1,0,2,0,1,2,-1,2,1,4,9324689
14967,0,0,1,2,-1,2,-1,0,2,0,-2,2,-1,-2,0,13,19385677
14968,-1,0,2,-1,1,1,1,0,1,0,0,0,-1,-1,-1,2,59324385
14969,0,0,-1,1,2,0,-1,0,1,0,0,-2,0,-1,2,14,39325022
14970,0,0,1,1,-2,2,-3,0,0,0,-3,1,0,-2,-3,5,89227873
14971,0,0,1,0,1,0,0,0,2,1,2,-1,2,1,-1,6,29385672
14972,0,0,0,3,1,0,-3,0,0,0,0,3,1,-3,0,13,69128567
14973,0,0,1,0,1,0,-1,0,0,1,2,-1,-2,0,1,8,10460888
14974,0,0,-1,1,-1,1,-1,0,-2,0,0,-2,0,1,-3,3,99127608
14975,0,0,2,0,1,2,0,0,1,0,-2,-2,2,0,1,12,29324320
14976,0,1,-1,-2,1,1,-1,1,0,0,-3,0,2,0,-1,12,40400478
14977,-1,0,3,2,-1,0,-3,1,0,0,1,0,2,1,1,6,39127710
14978,1,0,2,1,3,-1,-1,0,2,-1,1,-2,3,1,-1,11,29320732
14979,0,0,0,1,1,-3,-2,0,0,0,3,2,3,2,-1,6,9325047
14980,0,0,-1,0,1,-1,1,0,1,0,-2,-1,-1,0,1,7,59324248
14981,0,0,1,-2,-1,3,0,0,2,0,1,0,-2,-3,3,14,40407922
14982,0,0,1,0,0,1,-1,0,3,0,1,0,-1,2,1,4,441758
14983,0,0,0,3,1,-2,-1,0,1,0,1,0,2,1,0,1,39329299
14984,0,1,-2,-1,0,1,-1,1,-1,0,-2,1,0,-1,1,11,50453758
14985,0,0,-2,-1,1,1,0,0,0,0,-2,2,-2,-1,-2,10,49025589
14986,0,1,0,-2,-2,-1,1,0,-1,0,0,-1,-1,0,1,8,10460888
14987,0,1,1,1,1,-1,0,0,1,0,1,0,0,1,-2,6,29385672
14988,0,0,-1,-2,-1,3,-2,0,1,0,-1,0,-1,1,3,13,49324946
14989,0,0,-3,1,-2,-2,-3,0,2,0,1,2,0,2,-1,15,80437234
14990,0,0,2,2,0,1,0,0,0,0,-2,3,1,-3,-1,13,19385677
14991,0,0,-2,-2,1,-1,-3,-1,0,0,2,1,2,-3,1,1,50422494
14992,0,0,1,-1,-1,1,2,0,-1,0,1,2,-3,-1,-1,15,59328897
14993,0,0,1,0,-2,1,0,0,2,0,1,0,2,-1,2,13,69128567
14994,0,1,1,0,1,1,2,0,1,0,-3,-1,1,0,-2,9,10269696
14995,0,0,0,-2,-1,-2,0,0,2,0,-2,-1,-3,-1,0,0,29324711
14996,0,0,-2,1,-2,-2,0,1,-2,0,-2,-2,1,3,1,6,39127710
14997,0,0,0,1,0,3,-1,0,0,1,-1,1,1,0,2,13,49324946
14998,0,0,-3,2,1,0,0,0,2,0,-2,0,-3,0,0,3,89158214
14999,0,0,0,0,-1,0,2,0,-2,0,0,-2,1,1,1,14,40407922
15000,0,1,1,-3,-1,2,1,0,1,-1,3,0,0,2,1,4,69127493
15001,1,1,0,1,-1,-2,0,0,-2,0,-1,-2,3,0,-1,3,80331973
15002,0,0,2,-1,1,1,0,0,-2,1,1,-3,-2,1,-1,12,79287612
15003,0,0,-2,2,-1,-3,0,0,1,0,0,1,-1,0,1,3,99127608
15004,1,0,3,-2,1,0,0,0,-1,0,1,-1,-3,1,-2,8,39304128
15005,0,0,0,3,-2,0,-1,0,0,-1,0,0,1,3,0,6,9325047
15006,0,0,0,1,1,1,2,-1,-1,0,2,2,-1,0,-1,15,19303498
15007,0,0,1,-1,2,-1,-2,0,-2,0,-1,-1,-1,0,1,1,70439573
15008,0,0,1,-2,0,2,-1,0,1,0,2,1,0,-2,-1,8,59326469
15009,0,0,-1,0,1,1,-2,0,0,0,1,1,2,1,-1,6,29385672
15010,0,0,0,2,-1,2,2,0,1,0,2,0,2,3,1,7,49246468
15011,1,0,0,-3,1,2,0,0,-1,0,-1,-1,0,0,-1,2,439468
15012,-1,0,0,-2,-2,2,-1,0,-3,0,-1,-3,-1,-1,-3,10,99329140
15013,0,0,-2,-2,-1,-1,-2,0,0,0,-1,0,1,1,3,11,50453758
15014,0,0,0,3,2,-1,0,0,-1,0,-1,2,-2,-1,1,7,298128
15015,0,0,-2,0,0,0,2,1,1,0,2,-2,2,-1,0,8,10460888
15016,0,0,0,-2,-2,0,0,1,-1,0,-2,0,3,0,0,10,49025589
15017,-1,0,-1,0,0,0,-2,0,0,1,-2,0,1,0,-2,5,60375133
15018,0,0,0,-2,1,1,-2,0,1,-1,1,-1,0,0,0,14,30439476
15019,0,0,1,0,2,0,-1,0,1,0,1,0,0,-1,-1,8,39304128
15020,1,0,1,2,0,-1,0,0,-1,0,0,2,1,3,-3,11,20305707
15021,-1,0,0,2,-3,-3,-2,0,-1,0,0,0,1,1,-1,6,39127710
15022,0,0,3,0,-1,1,-2,0,-1,0,-1,0,-3,0,0,7,59324248
15023,0,0,0,-1,-1,-2,-1,-1,1,0,-2,1,0,1,-2,3,89158214
15024,0,0,-1,-1,-3,-1,-2,0,-1,0,-1,-2,0,1,-1,6,9325047
15025,0,0,2,-1,0,-1,-1,0,0,0,0,0,2,1,1,6,29385672
15026,0,0,-3,0,0,-3,0,0,0,0,-2,-3,2,1,0,1,39329299
15027,0,0,1,1,-1,-3,3,0,2,0,0,-2,1,0,-3,9,9300103
15028,0,0,-2,-2,1,2,0,-1,0,1,-1,-1,0,0,-1,2,59324385
15029,0,0,0,-2,-2,1,-3,0,0,0,-1,1,0,-2,1,9,59336270
15030,0,0,2,-3,1,3,-1,-1,1,0,2,-1,0,-1,2,14,39325022
15031,0,0,1,2,1,0,0,0,2,0,-1,-1,-1,1,0,12,29324320
15032,-1,1,0,-2,1,-2,0,0,-2,0,2,-2,0,1,-2,14,40407922
15033,-1,0,-1,2,-1,-1,-1,0,0,0,0,-1,1,2,-2,6,39127710
15034,0,0,-1,-2,0,-1,0,-1,0,0,0,-2,2,-2,0,1,50422494
15035,1,0,-1,-3,-2,0,1,1,0,0,-1,2,1,-2,-1,10,99329140
15036,0,0,0,-1,2,-1,-3,0,0,0,-3,-1,1,3,-1,11,29320732
15037,0,0,-2,1,0,1,0,0,0,0,-1,2,-1,3,3,3,80331973
15038,0,0,-2,0,0,2,1,0,0,0,-1,1,-3,2,0,15,80437234
15039,0,1,0,-1,2,-2,2,0,0,1,0,-2,0,-1,-1,2,439468
15040,0,0,3,-1,2,1,-1,0,0,0,-2,1,-1,-2,0,5,89227873
15041,0,0,2,-2,-1,1,-1,0,0,0,1,0,0,-2,2,4,9324689
15042,0,0,1,1,-3,1,1,0,2,0,-3,2,3,0,1,13,69128567
15043,0,0,-2,0,0,-2,-1,0,1,0,1,1,0,0,-2,15,59328897
15044,0,0,-2,0,-1,1,-1,0,0,0,2,-2,1,2,-1,14,30439476
15045,0,0,0,2,-2,3,-1,0,0,0,1,-1,0,0,1,13,49324946
15046,0,0,0,-1,2,-1,-2,0,1,0,3,-2,-2,-1,1,14,39325022
15047,0,0,0,-2,0,3,0,0,2,0,2,0,-2,0,1,4,441758
15048,0,0,-1,0,-3,-1,-1,0,0,0,1,2,0,1,1,3,99127608
15049,0,0,1,2,3,0,-1,0,-2,0,1,0,-1,0,2,1,70439573
15050,0,0,0,0,-2,1,2,0,0,0,2,0,-1,3,1,4,69127493
15051,1,1,1,1,0,1,2,0,2,0,0,-2,-1,1,-2,9,59336270
15052,0,0,0,0,-2,0,0,0,-3,0,0,-3,-2,1,0,12,40400478
15053,1,0,1,2,2,0,0,0,-1,0,1,1,-1,3,2,7,49246468
15054,0,0,0,-2,0,3,-2,0,2,-1,-2,1,-2,-2,2,11,50453758
15055,0,0,2,0,0,0,1,0,-1,0,2,-2,2,2,-1,6,9325047
15056,0,1,0,-2,0,-3,0,0,0,0,0,-1,3,0,2,8,59326469
15057,0,0,-1,-2,-1,0,0,0,-1,0,-1,2,1,2,-3,10,49025589
15058,1,0,-1,1,0,-1,0,0,2,0,0,1,0,0,-1,3,89158214
15059,0,0,-1,-2,-1,-2,-1,0,-1,-1,-3,-3,-2,-2,3,9,10269696
15060,0,0,2,2,-2,-2,0,-1,0,0,2,-2,0,3,0,0,19323929
15061,0,1,-2,0,3,1,-1,0,2,0,-3,-2,2,-2,-2,2,59324385
15062,0,0,2,3,-1,1,-2,0,-2,0,-2,-1,2,-1,-2,7,49246468
15063,0,0,-1,-1,-1,-1,0,0,2,0,-2,0,0,2,3,3,80331973
15064,-1,0,1,-3,0,1,3,0,-1,0,3,2,-2,1,-3,15,19303498
15065,1,-1,0,2,2,0,0,0,0,0,1,-2,-1,1,-3,11,20305707
15066,0,0,1,0,-1,2,-1,0,1,-1,0,-1,1,0,1,4,9324689
15067,0,0,-1,1,-2,0,0,0,0,0,-2,1,-2,0,-2,15,80437234
15068,0,0,-2,1,0,0,0,0,-2,0,1,1,1,0,-2,15,59328897
15069,1,0,-1,-2,-1,1,-2,0,0,0,0,2,2,1,-2,10,99329140
15070,0,0,-2,-2,-3,1,2,0,0,0,0,0,0,0,3,4,441758
15071,0,0,2,0,-1,1,0,0,2,0,-1,-1,1,-1,2,4,69127493
15072,0,0,-2,0,0,-2,-1,0,-1,0,-2,-1,1,0,-2,3,99127608
15073,0,0,-1,-1,1,1,3,0,-2,0,2,0,0,2,-1,14,40407922
15074,0,0,-2,-1,-1,0,0,0,-2,0,-2,0,0,-1,-2,10,49025589
15075,0,1,-2,-1,3,1,1,0,-2,0,-1,-2,0,-1,-3,5,60375133
15076,0,0,3,-2,1,0,-2,0,-2,0,0,-1,-2,-2,1,12,79287612
15077,0,0,-1,1,0,-2,-2,0,1,0,-2,-1,1,-3,0,1,39329299
15078,1,0,-1,0,2,-1,-3,0,0,1,-2,1,1,-2,1,5,89227873
15079,0,0,0,-2,-2,1,2,0,1,0,2,2,-1,2,-1,15,19303498
15080,0,0,-1,0,1,1,-1,0,0,0,-1,0,-1,-1,3,7,298128
15081,0,0,-2,0,-2,-2,-2,0,3,0,-2,0,1,-2,-2,1,50422494
15082,0,0,-2,-1,-1,-3,0,0,0,0,-2,-1,1,-1,-2,1,70439573
15083,0,0,0,-2,2,-2,-1,0,-2,0,0,0,1,0,0,14,30439476
15084,0,0,-2,-1,1,2,-1,0,2,0,-2,2,-2,-1,3,11,29320732
15085,0,0,1,-1,0,-2,-2,0,2,0,-2,1,0,3,0,12,29324320
15086,0,0,1,0,-2,1,0,0,1,0,0,0,0,0,1,4,9324689
15087,0,0,0,1,-1,-2,0,0,-2,0,1,0,1,0,-1,6,29385672
15088,0,-1,-3,0,0,1,-1,1,2,0,-2,2,-2,0,0,13,19385677
15089,1,0,0,-3,0,-1,-3,0,3,0,-2,-1,-3,0,-1,0,19127297
15090,0,0,1,3,1,-1,-1,0,-2,0,3,1,-2,1,1,1,39329299
15091,1,0,1,3,-2,-1,-2,1,-3,0,2,0,3,3,-1,3,89158214
15092,0,1,-2,1,-1,0,-2,0,0,0,-1,-2,-1,3,-1,6,29385672
15093,0,0,2,-1,1,0,-2,0,-1,0,2,-2,1,1,1,1,50422494
15094,0,0,-2,-1,0,1,-1,0,0,0,1,-2,1,0,-1,5,60375133
15095,0,0,0,0,0,2,-3,0,1,0,-2,0,3,0,3,13,69128567
15096,0,0,0,-1,0,1,-3,0,0,0,0,0,0,1,1,14,39325022
15097,0,0,1,0,1,1,1,0,2,0,-2,0,2,1,-2,8,10460888
15098,0,0,0,3,1,-2,1,0,2,0,1,2,2,1,0,6,39127710
15099,-1,0,-1,0,2,2,-1,0,1,0,-3,0,0,-1,-2,2,439468
15100,0,0,-1,-2,-2,3,-1,1,-2,0,0,1,-1,-2,0,9,9300103
15101,0,0,1,-2,1,1,3,0,-3,0,1,2,-2,0,0,15,80437234
15102,0,0,1,-2,-1,-2,1,0,0,0,-1,-1,1,-2,1,8,39304128
15103,0,0,1,-2,1,-1,-1,-1,0,0,1,2,1,2,1,4,441758
15104,-1,-1,2,1,-3,0,1,0,1,0,-2,3,-1,0,0,13,49324946
15105,0,0,1,2,-1,1,0,0,0,0,1,0,0,0,0,13,19385677
15106,0,0,1,1,0,-2,-2,0,-1,1,2,-3,1,3,2,1,70439573
15107,1,0,1,-2,-2,2,0,0,3,-1,-1,1,0,1,0,4,441758
15108,-1,0,0,-1,0,1,-2,1,3,0,-3,1,2,-2,0,13,69128567
15109,1,0,2,1,-2,1,2,-1,-2,1,-1,0,1,0,0,7,59324248
15110,0,1,-3,0,-1,0,0,0,-1,0,-2,1,2,1,2,3,89158214
15111,1,0,0,1,0,-1,2,0,0,0,-1,0,-1,0,-1,14,40407922
15112,0,0,-1,1,-3,-3,-1,0,-1,0,-2,-1,2,1,0,3,80331973
15113,0,0,-1,0,-2,0,-2,0,2,0,-1,0,-1,-3,1,4,69127493
15114,0,0,0,0,-2,3,0,0,1,0,-1,2,-1,1,2,13,49324946
15115,0,0,1,2,0,1,-2,0,2,0,0,1,0,-3,-3,5,89227873
15116,0,0,-1,-1,-3,0,-2,0,-1,0,-1,1,1,0,-2,5,60375133
15117,0,-1,1,-2,-2,0,1,0,-1,0,1,2,0,1,-3,15,59328897
15118,0,1,-3,0,-3,-2,2,1,2,0,-1,-1,0,-2,0,0,29324711
15119,0,0,-2,2,1,-1,1,0,1,0,-2,-1,1,-2,2,11,50453758
15120,0,0,1,1,-1,-1,-1,0,0,0,2,0,-1,-2,1,0,19323929
15121,0,0,-2,1,0,2,0,0,0,0,1,-1,0,0,-1,14,30439476
