Response Id,You regularly make new friends.,You spend a lot of your free time exploring various random topics that pique your interest,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"You usually stay calm, even under a lot of pressure","At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You are very sentimental.,You like to use organizing tools like schedules and lists.,Even a small mistake can cause you to doubt your overall abilities and knowledge.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You are not too interested in discussing various interpretations and analyses of creative works.,You are more inclined to follow your head than your heart.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You rarely worry about whether you make a good impression on people you meet.,Personality,image
14572,0,0,1,1,0,-1,-1,0,0,0,0,0,-1,2,1,1,9149879
14573,0,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-2,-1,1,89300750
14574,0,0,-3,-2,0,2,-1,0,2,0,1,0,-2,-3,0,11,20400691
14575,0,0,3,2,1,0,-1,0,2,0,2,-3,-1,0,2,0,10453086
14576,-1,0,-2,-1,1,1,-1,0,2,0,0,0,-2,-1,-1,11,40349847
14577,0,1,0,2,1,2,-2,0,-2,0,-1,2,-3,3,0,7,29277639
14578,1,0,-2,-2,-1,-2,-1,0,1,0,-1,-1,1,1,-1,0,19129932
14579,0,0,0,0,2,-2,-1,0,-1,0,0,0,-2,3,0,11,89240761
14580,0,0,1,-1,-3,0,2,0,0,-1,-1,1,0,0,0,8,39292465
14581,0,0,2,2,-1,0,2,0,0,0,-1,0,0,3,0,7,19290603
14582,0,1,2,1,-1,0,-2,1,2,0,1,0,-2,0,1,0,29266184
14583,0,0,-1,1,0,2,2,0,2,1,1,-2,-1,0,-1,14,9241420
14584,0,0,0,0,-1,1,1,0,1,0,3,1,1,-2,2,8,79902935
14585,0,0,2,-2,0,-1,3,-1,-1,0,0,-1,2,1,0,8,40411410
14586,0,1,-1,0,-2,2,-1,0,0,0,0,-1,-2,3,3,13,59302915
14587,1,0,-1,0,-2,2,0,0,1,0,0,1,-2,-2,2,4,29278158
14588,0,0,2,1,1,-1,-1,0,-2,0,-1,2,-2,2,-1,7,39266008
14589,0,0,1,0,2,-2,-2,0,-1,0,0,0,-1,1,-2,6,59297481
14590,0,0,1,0,-1,0,1,0,-2,0,1,-2,-2,1,0,12,99302918
14591,0,0,-1,0,-2,-1,-1,0,0,0,-2,0,0,2,2,3,89278481
14592,0,0,3,1,-1,-2,-1,0,0,0,-1,-3,-3,-1,-2,7,60372276
14593,0,0,-2,-1,-2,-1,-1,0,0,0,-3,0,1,-1,0,1,9149879
14594,0,0,2,-2,2,-3,-1,0,1,0,0,3,2,0,0,6,29257066
14595,1,0,-2,1,0,-2,-1,0,0,0,0,0,0,1,-1,3,59266074
14596,0,0,0,1,1,0,0,0,1,0,0,2,0,1,3,12,9278003
14597,0,0,-1,0,1,0,2,-1,0,0,-1,1,2,-1,-1,2,9186126
14598,0,0,0,-2,1,0,-1,0,-2,0,0,-2,-1,0,2,12,59277652
14599,0,0,2,-2,-1,1,-1,0,0,0,0,0,-1,-1,2,8,29278101
14600,0,0,1,-1,-3,1,2,0,0,0,1,0,-3,2,3,4,39266094
14601,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,2,-1,0,0,9,20249896
14602,0,0,3,2,0,-2,3,0,1,0,1,-1,1,1,-1,9,69292275
14603,0,0,2,0,0,3,0,0,-1,0,1,1,1,0,-2,5,49292686
14604,0,1,3,2,1,2,-2,0,0,0,0,0,2,0,0,13,19290014
14605,-1,0,0,0,2,-1,-2,0,1,0,2,0,0,-1,-3,6,39277498
14606,0,0,3,0,-3,-2,-2,0,0,0,2,-1,-2,1,2,0,69297471
14607,0,0,1,0,1,0,-1,0,1,0,0,-3,2,-2,-1,2,70340567
14608,0,0,0,1,-2,2,-2,0,2,0,-1,1,3,-1,3,13,69278415
14609,0,0,-1,1,0,0,1,0,1,0,0,0,-1,-1,-1,15,29241160
14610,1,1,0,-2,-1,-2,0,0,2,0,1,-1,2,-2,2,8,79902935
14611,0,0,-1,1,0,1,0,0,1,0,2,2,-2,0,1,3,60116960
14612,0,0,2,1,0,-2,-1,0,-1,0,2,2,0,-2,-1,11,29277724
14613,0,0,1,0,0,-3,0,0,0,-1,1,0,-3,3,-2,13,9306416
14614,0,-1,2,-3,-1,-1,0,0,-1,0,2,-1,0,2,0,12,99239451
14615,0,0,0,0,0,3,-1,0,-2,0,-2,2,1,0,0,10,99302975
14616,0,0,0,0,-2,-3,0,0,0,0,-1,3,-2,2,0,3,89386070
14617,-1,0,2,1,1,-2,3,0,1,0,-1,1,2,-1,3,4,90354327
14618,0,0,2,1,0,-1,-3,-1,-1,0,1,-2,-2,0,2,0,89326463
14619,0,0,-1,0,3,2,-2,0,1,0,-3,-2,3,0,-3,2,79150746
14620,0,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,2,-1,3,9306435
14621,0,0,-2,-3,1,0,0,0,0,0,-1,-2,1,0,2,2,9278569
14622,0,0,1,0,0,-2,1,0,-2,0,2,-1,0,-1,-2,2,9186126
14623,0,0,-1,-1,-3,-1,3,0,-3,0,2,2,1,3,0,15,19302917
14624,0,-1,-1,1,-1,2,0,0,-1,0,-2,-1,0,1,-2,3,89278481
14625,0,0,1,3,0,0,-2,0,0,0,-1,-1,1,1,-1,6,9302913
14626,0,0,-2,-1,2,0,0,0,2,0,-2,-1,2,-1,0,2,70340567
14627,0,0,2,1,-2,0,-2,0,1,0,-1,2,1,-1,-2,5,29297454
14628,0,0,0,0,0,-1,-3,0,1,0,-2,-1,1,-2,-3,5,70284203
14629,0,-1,-1,2,-2,-1,1,0,0,0,-1,1,-1,1,0,15,29285521
14630,0,-1,-2,1,-3,0,-2,0,-3,0,-1,3,0,0,1,9,90349326
14631,0,-1,-1,-1,1,0,0,0,0,0,-1,-2,0,-1,-2,2,79150746
14632,1,0,-1,2,-2,-2,-2,0,1,0,-1,1,-1,0,0,3,59266074
14633,0,0,0,0,0,-1,-1,0,1,0,0,1,-3,1,1,0,19175957
14634,0,0,-3,-1,2,1,2,0,0,0,-1,0,3,0,1,2,9278569
14635,0,0,-1,1,-2,0,-1,1,0,0,-2,0,2,-2,2,10,49306443
14636,0,1,-1,0,-1,3,-1,-1,1,0,-2,1,-1,2,1,13,59302915
14637,0,0,1,-1,-2,-2,-2,-1,0,0,-3,-1,-3,-2,-3,15,39277196
14638,0,0,2,0,1,0,-1,0,1,0,-2,-1,0,-1,0,14,228705
14639,0,0,-1,-1,0,1,0,0,-3,1,0,1,0,-1,-2,10,99280884
14640,0,0,1,-1,-1,1,-2,0,1,0,0,1,-1,0,0,12,99302918
14641,0,0,2,1,-2,0,1,0,0,0,3,1,-1,3,1,7,19166180
14642,0,-1,2,3,1,-1,-1,0,-2,0,1,3,-1,1,-2,11,19299726
14643,0,0,3,-1,0,2,-1,0,0,0,-1,0,3,-1,-3,5,400692
14644,0,0,-1,1,3,3,-1,0,-2,0,-1,0,-2,-1,0,10,49278341
14645,0,0,0,-2,0,1,-1,0,-1,0,-1,0,1,-2,-1,5,49292686
14646,0,0,-2,-1,1,1,-1,0,3,0,-2,-1,1,-2,-1,2,9186126
14647,0,0,2,1,-1,0,0,0,-2,0,1,1,2,2,-1,7,29277639
14648,-1,0,-2,-3,-2,-1,-2,-1,-3,0,0,0,-1,-2,2,9,89302914
14649,0,0,2,-2,1,-2,0,0,1,1,1,1,2,1,0,5,29297454
14650,0,0,3,1,0,-2,-3,0,-1,0,0,-1,-1,3,1,7,19290603
14651,0,0,-2,-2,1,-3,-2,0,-2,0,-1,-1,0,-2,0,1,89300750
14652,0,0,0,1,2,-2,-1,0,2,0,0,0,1,-1,-1,6,59297481
14653,0,0,0,2,-2,0,-2,0,1,0,-1,2,0,-1,1,13,19290014
14654,0,0,-1,-3,0,2,2,1,-1,0,-2,2,-1,-1,-1,2,70340567
14655,0,0,1,-1,1,1,-2,0,-1,0,-3,2,0,-1,-1,10,20228709
14656,0,0,1,1,2,1,-3,0,0,0,0,0,0,-2,1,5,70284203
14657,0,-1,1,1,1,-1,0,0,-1,1,-1,-1,0,-1,1,7,39266008
14658,0,0,0,0,2,1,-1,0,2,0,3,0,-1,-2,0,8,40411410
14659,0,0,1,2,-2,-1,-2,0,-1,0,-1,0,0,0,2,0,79012991
14660,0,0,-2,-2,-1,2,-2,0,1,0,1,-1,0,0,-1,5,400692
14661,1,0,-1,1,0,-1,0,0,0,0,-1,-3,2,0,-1,6,29257066
14662,0,0,-2,1,0,0,-3,-1,1,1,-1,2,1,0,-2,15,69241097
14663,0,-1,2,0,0,0,-1,0,2,0,-1,2,2,-3,1,13,69278415
14664,0,0,0,-3,-1,-1,1,0,-1,0,-1,-2,-1,2,-1,8,29278101
14665,1,-1,0,1,0,2,-3,0,-2,0,0,0,-1,0,-3,10,99302975
14666,0,0,2,0,-2,3,1,0,-1,0,2,1,1,2,2,7,60372276
14667,0,0,-1,-1,0,2,-1,0,2,0,-1,2,-1,0,-2,5,49292686
14668,0,0,-1,-1,0,1,-1,0,1,0,0,2,-2,0,-2,13,9306416
14669,0,0,-1,2,1,-3,0,0,-2,0,2,1,1,2,1,1,19285588
14670,0,0,-2,-1,2,1,-1,0,1,0,-2,-1,0,0,-1,2,79150746
14671,0,0,1,1,1,1,2,0,0,0,2,0,1,1,3,12,99239451
14672,-1,0,0,-3,0,-3,-3,0,1,0,0,-1,2,-1,0,1,9149879
14673,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,13,59302915
14674,0,0,1,-2,0,0,2,0,0,0,-2,0,0,-1,2,12,99302918
14675,0,0,0,-2,-2,-2,0,1,2,1,1,-1,2,-1,0,8,9306355
14676,0,0,-1,3,1,-2,0,0,-2,0,2,2,1,1,2,1,89300750
14677,-1,0,-3,-1,0,-1,1,0,0,0,2,-3,0,2,1,14,9217849
14678,0,0,-2,0,1,-1,0,0,1,0,0,0,-2,0,-1,10,49306443
14679,0,0,-1,0,1,-1,0,1,-2,0,0,-2,0,-1,2,1,19285588
14680,1,0,-2,1,2,2,2,0,2,0,0,0,-2,-2,3,11,20400691
14681,0,0,-1,2,1,0,-1,0,-2,0,1,2,0,2,-1,11,40349847
14682,0,0,2,3,1,0,0,0,-3,0,2,2,-1,0,-2,11,89240761
14683,0,0,-2,2,2,2,-1,0,-2,-1,0,2,2,-2,0,2,9278569
14684,0,0,-1,-1,1,2,-2,0,0,0,-2,1,3,-3,-1,2,9186126
14685,0,0,0,-1,0,1,0,0,2,0,0,0,0,2,2,3,60116960
14686,0,0,3,1,1,0,-1,-1,2,0,2,1,2,2,-1,2,9186126
14687,0,0,3,1,1,1,-2,0,-2,0,0,-2,0,2,1,1,9149879
14688,0,0,1,-1,1,0,-1,0,1,0,-3,-1,-2,-3,0,9,49278591
14689,1,1,-2,2,-3,0,-2,0,1,0,-2,2,2,-2,1,13,19290014
14690,1,0,-1,-3,-1,2,-3,0,-3,-1,-1,1,2,0,-1,10,99280884
14691,0,0,-2,0,1,0,0,0,0,0,1,-2,0,-2,1,2,70340567
14692,0,0,-1,0,2,-2,-2,0,0,0,0,1,1,0,0,12,9278003
14693,0,0,1,-1,-1,1,1,0,0,0,1,2,1,2,1,7,19166180
14694,0,0,3,3,1,-1,0,0,0,0,1,0,-3,2,0,11,20400691
14695,0,0,0,-2,-2,-1,2,0,1,0,0,-1,2,2,2,12,59277652
14696,0,0,-1,0,0,-1,0,0,1,0,0,0,1,0,0,7,29277639
14697,0,0,3,3,1,0,-2,0,-1,1,-2,-3,-3,2,2,7,60372276
14698,0,0,1,0,-2,-1,-2,0,2,0,-2,2,2,-2,3,13,69278415
14699,0,0,-2,-1,0,1,-1,0,-1,0,-1,3,0,-1,-1,2,79150746
14700,0,0,-2,-2,0,0,-1,1,-1,0,1,-2,-1,1,0,14,60431563
14701,0,0,2,0,-1,0,1,0,-1,0,1,3,1,2,0,7,19166180
14702,0,0,3,2,2,-1,-3,0,1,0,-2,-1,-1,-1,2,7,29277639
14703,-1,0,-1,0,0,0,-2,0,1,0,-1,-1,-3,-2,0,0,29291956
14704,-1,1,-1,-1,-2,-2,-2,0,3,0,-1,-1,-2,-2,-1,0,10453086
14705,0,0,-3,2,-1,-3,0,0,0,0,-2,1,-2,2,0,3,89386070
14706,0,0,1,-2,-2,1,0,0,0,0,0,0,0,0,-2,1,89300750
14707,0,0,-1,0,2,0,1,0,0,0,1,0,0,2,-1,14,89149936
14708,0,0,-2,-1,-1,3,2,0,-2,0,1,-1,-2,-1,-1,15,29241160
14709,0,0,-2,0,-1,-2,1,-1,2,0,0,-2,0,0,3,12,99239451
14710,0,0,2,-1,-1,1,2,0,3,0,1,1,-1,1,1,4,9324284
14711,0,0,0,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,2,13,9306416
14712,0,1,3,-2,-1,1,1,0,2,0,0,-1,0,1,1,4,80362974
14713,0,0,2,2,-2,-1,2,1,2,1,-1,-2,2,-1,-2,9,20249896
14714,0,0,0,-2,2,0,-2,0,-1,0,1,-2,-2,-1,0,8,39292465
14715,0,0,0,0,2,2,1,0,3,0,1,-2,1,-3,1,12,99302918
14716,0,-1,-1,-1,-1,-1,1,0,-1,0,-1,0,-2,1,2,9,69292275
14717,1,0,0,-2,1,-1,0,0,0,0,1,1,-1,-2,-2,2,9278569
14718,-1,-1,-1,2,-1,0,-2,0,2,0,-1,-1,-1,1,1,13,59302915
14719,0,0,0,-1,0,1,0,0,0,0,0,-1,-1,-1,0,15,19302917
14720,0,0,-1,0,-1,-2,-1,0,-1,0,-1,-3,2,1,1,6,39277498
14721,0,0,3,-2,0,-1,1,0,0,0,0,-1,1,-2,2,8,79902935
14722,0,1,3,0,-2,2,-1,0,2,0,-3,2,0,0,-1,4,29278158
14723,0,0,2,1,2,0,-2,0,-1,0,0,-2,-1,-1,0,1,19285588
14724,0,0,0,-1,-1,2,1,0,1,0,0,3,-1,-1,0,13,9306416
14725,0,-1,0,1,0,2,-2,0,0,0,-1,-2,1,0,3,7,19290603
14726,0,-1,-2,0,-1,1,0,0,0,0,-2,1,-1,-2,0,10,49278341
14727,0,0,2,-2,1,3,-1,0,2,0,0,1,-1,2,0,5,29297454
14728,0,-1,-3,1,-1,-2,-2,0,-2,0,-1,0,-1,0,-2,15,29285521
14729,0,0,0,-1,0,-1,-2,0,2,0,1,0,-2,0,-2,0,89326463
14730,-1,0,1,1,1,-1,-1,0,1,1,2,1,0,0,-1,11,40349847
14731,0,0,-1,-1,0,-2,0,0,-2,0,0,1,1,-2,2,9,90349326
14732,0,0,-1,-2,0,1,-2,0,-1,0,-1,0,-3,-1,0,4,39266094
14733,1,1,2,-2,2,0,-2,0,1,0,2,-2,-2,-1,0,8,40411410
14734,1,0,0,-1,1,1,1,0,1,0,-1,-1,0,-1,0,12,9278003
14735,0,0,-1,0,2,-1,-1,0,-1,0,-2,-1,-1,-1,-1,5,70284203
14736,1,0,-1,1,-1,-2,-1,-1,1,-1,-2,-1,0,0,3,3,9306435
14737,1,0,0,-1,-1,-1,-1,0,2,0,1,-1,0,-1,1,5,400692
14738,1,0,-1,0,-2,0,-2,0,2,0,-1,1,-2,0,-2,15,39277196
14739,0,0,-1,2,-3,-2,-2,0,-3,0,-1,0,0,0,-1,6,39277498
14740,0,0,1,-2,2,2,0,0,-1,0,1,-2,0,-1,0,14,9241420
14741,0,0,2,0,0,2,0,0,1,0,0,0,0,-1,1,8,29278101
14742,0,0,1,-1,0,-1,-3,0,0,0,-2,0,-2,1,-2,11,89240761
14743,0,0,0,-3,0,-1,-1,0,2,1,-2,-1,-2,-1,1,9,89302914
14744,0,1,2,0,1,0,-3,0,0,0,1,-2,-2,1,0,0,19175957
14745,0,0,-2,-1,-1,-1,-1,0,2,0,-1,-3,1,0,-2,1,9149879
14746,0,0,0,1,1,1,-2,0,-2,0,1,0,-2,0,-2,10,20228709
14747,0,0,-1,-1,3,-2,0,0,-2,0,2,0,-2,2,-1,14,228705
14748,0,0,-1,0,1,0,-2,0,-2,0,1,0,-2,1,-1,11,29277724
14749,0,0,-1,-2,1,2,0,0,2,0,-2,2,0,-1,1,11,19299726
14750,0,1,2,-1,1,1,1,1,1,0,-3,-1,2,-2,0,12,59277652
14751,0,0,-1,1,-1,-2,-1,0,3,0,-2,2,-2,3,-1,15,69241097
14752,0,0,1,-2,0,-1,1,0,0,-1,0,0,0,0,1,2,9186126
14753,0,0,2,-3,-1,1,0,0,-1,0,1,0,-1,2,0,4,90354327
14754,0,0,2,-1,-2,-2,0,0,-3,0,0,-1,-1,0,1,12,99239451
14755,0,0,0,2,-2,0,0,0,2,0,-2,-1,2,1,-2,9,49278591
14756,0,0,-3,2,3,2,-1,0,1,0,-2,-1,0,-2,2,11,20400691
14757,-1,0,1,0,-1,-1,2,0,-2,0,2,0,1,1,3,7,39266008
14758,0,0,0,-3,2,-1,1,0,-1,0,2,0,-2,1,-2,14,9217849
14759,0,0,2,0,-2,-1,-3,0,3,0,-3,-1,1,-2,0,1,89300750
14760,0,-1,-2,1,2,1,0,0,-1,0,1,0,2,2,0,2,70340567
14761,0,0,-1,1,3,2,-3,0,-1,0,0,-2,-2,0,2,14,9241420
14762,1,0,0,-3,2,0,-1,0,-2,0,0,0,-1,0,0,5,70284203
14763,0,0,0,2,1,-3,-3,0,2,0,2,1,0,1,3,0,79012991
14764,1,0,1,-2,-3,1,0,-1,1,1,-3,0,1,0,-2,5,400692
14765,-1,0,1,-3,1,2,-3,0,-3,0,0,2,-3,-2,-1,10,99302975
14766,0,0,-1,-1,1,2,0,0,-1,0,0,-1,2,-1,-3,10,49306443
14767,0,0,1,-1,-3,-1,0,0,0,0,0,-1,2,1,1,8,9306355
14768,0,0,0,1,-3,-1,-1,0,1,0,0,-3,1,0,2,0,29291956
14769,0,0,0,-2,2,-3,-1,0,3,1,-1,-1,1,0,1,1,19285588
14770,0,0,1,2,-1,-2,-2,0,-2,0,3,-1,0,0,-1,1,9149879
14771,0,0,-2,-1,-1,0,-1,-1,-1,0,-2,2,-3,1,2,9,90349326
14772,0,0,-2,1,3,2,0,0,2,0,-2,2,-2,-3,2,11,40349847
14773,0,0,1,2,-3,-1,1,0,-2,-1,1,0,2,2,1,7,60372276
14774,0,0,-1,-1,2,0,2,1,-3,0,2,1,-1,0,2,15,29241160
14775,1,0,-1,0,-1,0,0,0,3,0,1,-1,1,-2,2,8,39292465
14776,0,0,-2,0,-2,0,1,0,2,0,0,0,-1,0,0,0,10453086
14777,0,0,1,-2,-3,0,-1,0,2,0,-2,3,-2,-1,-1,5,49292686
14778,0,-1,-2,-3,1,3,-1,0,1,0,-2,2,-3,1,0,11,89240761
14779,0,0,3,-1,-1,1,1,0,1,0,0,3,0,-2,1,4,9324284
14780,0,0,2,2,0,-2,-1,1,-2,0,0,-2,-1,-1,1,7,19166180
14781,0,0,1,0,-2,2,3,0,-1,0,2,2,1,0,2,7,29277639
14782,0,0,1,1,0,2,0,0,-1,0,2,1,-2,0,1,8,79902935
14783,0,0,0,-3,-3,1,0,-1,1,0,0,2,-2,1,1,4,80362974
14784,0,0,1,-2,-1,-1,2,0,2,0,1,-1,2,-2,-2,3,60116960
14785,0,0,1,-2,0,3,0,0,0,0,3,1,-2,-2,2,14,228705
14786,-1,0,-2,1,0,2,0,0,-1,0,-2,0,-1,0,-1,10,49278341
14787,-1,0,-2,1,-1,0,-1,0,0,0,1,0,0,1,-2,15,19302917
14788,0,0,-2,0,1,0,-2,0,0,0,-2,1,-2,-3,-1,10,20228709
14789,0,0,-1,0,2,0,-2,0,1,0,1,1,-3,-2,1,10,99302975
14790,0,1,1,-1,-2,3,3,0,0,0,1,1,1,0,2,7,19290603
14791,0,0,0,0,-1,0,-1,0,0,0,-2,0,-2,2,1,3,89386070
14792,0,0,1,-1,-2,-1,-2,0,-1,0,-2,-1,1,0,0,10,49306443
14793,0,1,3,-2,-1,-2,-3,0,-2,0,1,1,-2,1,2,12,99302918
14794,0,0,-1,0,-1,-1,1,0,0,0,0,-1,0,0,-2,14,9217849
14795,0,0,-2,0,0,-2,0,1,-1,0,-2,-1,2,-1,0,9,89302914
14796,0,0,0,3,-1,-2,-1,0,3,-1,2,-1,0,-1,2,0,19129932
14797,0,0,2,-2,-2,0,0,0,2,0,2,-2,0,-1,1,8,40411410
14798,0,0,1,1,-3,-1,-1,-1,3,0,-1,-1,2,-2,-2,1,89300750
14799,0,0,1,1,0,1,-1,-1,2,0,0,-2,-2,0,3,8,29278101
14800,0,0,3,1,-3,-2,0,0,-2,0,-1,0,0,2,1,7,39266008
14801,0,0,1,1,1,-2,-1,0,0,0,1,0,0,1,-1,6,9302913
14802,0,0,-2,2,-1,-2,-2,0,-1,0,-2,-2,1,1,0,6,59297481
14803,-1,0,-3,0,-1,1,0,0,-2,0,3,3,-1,1,-1,15,69241097
14804,0,-1,2,2,3,-1,0,-1,2,1,0,2,1,2,-3,6,29257066
14805,1,1,0,2,2,-1,-2,0,-1,1,2,1,-1,0,1,11,29277724
14806,0,0,0,-2,1,2,0,0,3,0,-2,-1,0,-1,0,12,9278003
14807,0,0,0,-1,0,0,-3,0,1,0,0,-1,2,-2,-1,1,9149879
14808,0,0,-1,-2,-1,-1,-2,0,1,0,3,0,-2,0,1,0,29266184
14809,0,0,3,2,-2,2,1,0,-2,0,0,0,2,0,3,7,60372276
14810,-1,-1,0,-1,2,-2,2,0,-1,0,-1,0,-3,-1,0,9,49278591
14811,1,0,2,-2,0,-3,2,-1,0,1,1,0,2,0,1,8,79902935
14812,0,0,0,0,1,0,-1,0,0,0,-3,-2,1,1,-2,6,39277498
14813,0,0,0,2,-1,-2,0,0,1,0,1,0,-2,2,0,0,69297471
14814,0,0,2,2,-2,-1,-2,0,1,0,2,-2,0,3,2,0,89326463
14815,0,0,1,0,-2,-1,0,0,-1,0,-1,0,1,3,0,3,9306435
14816,0,0,1,-1,0,1,1,0,1,0,-2,1,0,0,-2,4,90354327
14817,0,0,1,-2,0,2,-1,0,2,0,1,-1,-2,-1,-2,15,29241160
14818,0,0,1,-1,0,-1,-1,1,2,0,1,2,-2,1,2,4,9324284
14819,0,0,2,-1,1,0,-2,0,-1,0,1,-2,0,-1,-2,8,40411410
14820,0,1,1,-2,-1,-1,-3,0,2,0,1,1,-1,2,2,0,19175957
14821,0,0,-1,-3,1,1,-2,0,-1,0,-1,0,0,-2,1,11,19299726
14822,0,0,-1,1,2,-1,0,0,2,0,1,1,-3,-1,2,0,79012991
14823,0,0,1,2,0,-1,-2,0,0,0,0,0,0,1,0,6,9302913
14824,0,0,-3,-2,-1,1,0,0,0,-1,0,3,-2,-1,2,11,20400691
14825,0,1,1,-2,-1,2,0,0,1,0,0,1,-2,3,1,4,80362974
14826,0,0,-2,0,1,-1,-2,0,-1,0,-2,0,0,-1,3,9,20249896
14827,0,0,0,0,1,1,-1,0,1,0,0,-1,1,-1,-1,2,79150746
14828,0,0,1,0,0,0,-1,0,-1,0,-1,0,-1,-1,2,12,59277652
14829,0,0,0,1,-3,-1,-1,0,1,0,-2,1,-2,-1,1,3,89278481
14830,0,0,-2,0,-1,-2,-3,0,-1,0,-1,-1,2,0,0,3,59266074
14831,1,0,-3,2,-1,-2,-2,0,-3,0,-1,-2,2,0,-1,6,59297481
14832,0,0,0,0,-2,1,2,0,0,0,1,2,1,-1,1,4,29278158
14833,0,0,1,-3,1,3,-3,0,0,0,0,1,-1,-1,1,8,29278101
14834,0,0,-2,-1,2,-1,-2,1,-2,0,-1,-2,-1,-2,-2,5,29297454
14835,0,-1,3,0,2,-2,2,0,0,0,3,0,0,1,-1,11,40349847
14836,0,0,-1,-1,-3,1,0,0,0,0,0,-2,2,-2,-1,5,70284203
14837,0,0,-1,0,1,0,-2,0,1,0,0,-3,-2,0,2,8,9306355
14838,0,-1,-2,1,-2,2,2,0,0,-1,1,3,-1,0,-1,15,19302917
14839,0,0,1,1,0,-2,0,-1,0,0,-1,0,0,1,0,7,19166180
14840,0,0,-2,0,2,2,-2,0,1,-1,-2,2,-1,1,-3,10,99280884
14841,0,0,-1,-2,-1,2,0,0,0,0,1,0,1,-1,-2,15,29285521
14842,0,0,0,0,1,1,2,0,1,0,-2,0,1,-1,2,12,99239451
14843,0,0,0,1,-1,2,0,1,1,0,3,1,1,1,1,7,29277639
14844,0,-1,0,2,-2,-2,0,0,2,0,-3,3,-3,2,-1,15,39277196
14845,0,0,-1,0,1,1,-2,1,2,0,-1,-1,0,0,0,2,9278569
14846,0,0,0,1,0,0,0,0,1,0,1,-2,0,-1,1,11,89240761
14847,0,0,1,2,2,-1,-3,0,0,0,1,1,1,2,-2,6,29257066
14848,-1,0,-2,-2,0,0,1,0,-1,-1,0,1,0,-2,2,11,20400691
14849,0,0,3,1,-2,-1,0,0,0,0,0,-1,0,2,1,0,29291956
14850,-1,0,-2,-2,-1,1,-2,1,0,0,-2,2,0,1,0,9,69292275
14851,0,0,1,1,1,1,-2,0,2,0,0,0,0,2,1,4,39266094
14852,0,0,1,0,-1,0,0,-1,0,0,1,2,-2,2,0,4,90354327
14853,0,0,-3,-2,0,0,-1,0,2,0,-1,0,-1,2,1,3,60116960
14854,0,0,-3,-2,-1,-2,-1,0,3,0,-3,1,-1,0,1,3,89386070
14855,0,0,1,-1,1,1,-2,0,0,0,1,-2,-1,-3,1,8,39292465
14856,0,0,-1,-1,-1,3,-1,0,1,0,-2,-1,2,1,0,13,59302915
14857,0,-1,1,-2,2,2,-2,0,1,0,0,0,1,2,1,14,60431563
14858,0,0,-1,1,1,0,0,0,-1,0,1,-1,0,1,3,7,60372276
14859,0,1,-1,0,-2,0,1,0,1,0,-1,-1,-1,1,-2,0,10453086
14860,0,0,0,-2,-1,-1,1,0,0,0,1,1,1,2,-1,15,69241097
14861,0,-1,-1,-1,-1,-1,-2,0,2,1,0,0,-1,1,-1,0,89326463
14862,0,0,-2,-2,1,1,-3,-1,1,-1,1,1,-3,-2,2,11,40349847
14863,0,0,1,0,0,-2,2,0,1,0,0,2,-1,2,0,7,19166180
14864,0,0,0,-1,0,-2,1,0,2,0,-1,0,-1,-1,-1,0,19175957
14865,0,0,-2,3,-2,-1,0,0,0,0,1,-1,1,2,2,7,29277639
14866,0,0,2,0,-2,-1,1,0,2,1,3,1,-1,-2,0,8,79902935
14867,0,0,-2,-3,1,1,-1,0,0,0,-2,-1,2,-3,-1,5,400692
14868,0,0,1,0,-1,3,0,0,-2,0,-1,3,1,1,3,7,19290603
14869,0,0,-1,-3,0,3,-1,0,0,0,-1,2,3,0,-2,10,49278341
14870,0,0,-1,1,-2,0,-3,0,-1,1,-1,2,0,-1,-1,10,20228709
14871,0,0,1,-2,-2,0,-3,0,-3,0,0,2,-3,-1,2,0,79012991
14872,0,0,-2,-1,3,2,-3,0,0,0,0,-2,-1,-1,0,11,89240761
14873,0,0,-2,1,1,1,-1,0,-2,0,2,0,1,3,-2,11,29277724
14874,0,0,-1,-2,-2,-2,0,0,-1,0,1,0,-2,-2,0,9,90349326
14875,0,0,-1,-2,1,-1,-2,0,1,1,-2,-1,1,-2,-1,5,49292686
14876,0,0,1,1,1,-2,-1,0,-1,0,0,-1,0,1,2,7,39266008
14877,0,0,-2,1,-1,0,-2,1,-3,0,-1,-1,1,2,-1,3,9306435
14878,1,0,0,0,2,0,0,0,2,0,3,1,-1,0,0,8,40411410
14879,0,0,-1,-1,-1,-1,-2,0,3,0,-3,1,-1,3,-1,15,29241160
14880,0,0,-1,-3,1,2,1,-1,-2,0,0,0,1,0,-1,2,9186126
14881,1,1,0,1,-1,-2,2,0,-2,0,-2,0,-1,-1,2,14,89149936
14882,0,0,-1,0,-1,0,-1,0,-2,0,2,2,-2,1,-1,15,19302917
14883,0,0,-1,1,-1,-1,-2,0,-1,0,-1,-1,2,1,-1,3,89278481
